"Name","Location","Type","Data Type","EOL Comment"
"CAL_engine_accel_lookback_teeth","40008e7b","Data Label","uint8_t","Calibration: engine accelerator lookback teeth. Tunable map/constant (not a live channel); log to follow core engine state."
"CAL_knock_baseline_min_clamp","40008e7c","Data Label","uint8_t",""
"CAL_injtip_fuel_film_disable_default_coeff","40008e7d","Data Label","uint8_t",""
"CAL_ign_trim_per_cyl","40008e7e","Data Label","u8_angle_1/4-32deg[6]","Calibration: ignition trim per cylinder. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock. (deg; raw/4-32)"
"CAL_ac_inhibit_coolant","40008e84","Data Label","u8_temp_5/8-40c[2]","Calibration: A/C inhibit coolant. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact. (deg C; raw*5/8-40)"
"CAL_ac_inhibit_tps","40008e86","Data Label","u8_factor_1/255[2]","Calibration: A/C inhibit throttle position. Tunable map/constant (not a live channel); log to see throttle/pedal demand and throttle response. (0-1; raw/255)"
"CAL_ac_compressor_max_coolant_temp_max","40008e88","Data Label","uint8_t",""
"CAL_cooling_fan_low_on_engine_on","40008e89","Data Label","u8_temp_5/8-40c","Calibration: cooling fan low on engine on. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_fan_low_off_engine_on","40008e8a","Data Label","u8_temp_5/8-40c","Calibration: cooling fan low off engine on. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_fan_low_on_engine_off","40008e8b","Data Label","u8_temp_5/8-40c","Calibration: cooling fan low on engine off. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_fan_low_off_engine_off","40008e8c","Data Label","u8_temp_5/8-40c","Calibration: cooling fan low off engine off. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_fan_high_on_coolant","40008e8d","Data Label","u8_temp_5/8-40c","Calibration: cooling fan high on coolant. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_fan_high_off_coolant","40008e8e","Data Label","u8_temp_5/8-40c","Calibration: cooling fan high off coolant. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_fan_disable_carspeed","40008e8f","Data Label","u8_speed_kph","Calibration: cooling fan disable carspeed. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (km/h)"
"CAL_idle_flow_integral_adj_max","40008e90","Data Label","u8_flow_100mg/s","Calibration: idle flow integral adj max. Tunable map/constant (not a live channel); log to diagnose idle quality\, hunting\, and stalls. (mg/s; raw*100)"
"CAL_idle_flow_integral_adj_max","40008e91","Data Label","u8_flow_100mg/s","Calibration: idle flow integral adj max. Tunable map/constant (not a live channel); log to diagnose idle quality\, hunting\, and stalls. (mg/s; raw*100)"
"CAL_ac_compressor_max_coolant_temp_min","40008e92","Data Label","uint8_t",""
"CAL_ac_compressor_max_throttle","40008e93","Data Label","uint8_t",""
"CAL_closedloop_activate_air_temp","40008e94","Data Label","u8_temp_5/8-40c","Calibration: closedloop activate air temperature. Tunable map/constant (not a live channel); log to watch O2 feedback trim the mixture and confirm the loop is active. (deg C; raw*5/8-40)"
"CAL_stft_steady_state_holdoff_ticks","40008e95","Data Label","u8_time_100ms",""
"CAL_cooling_fan_speed_disable_speed","40008e96","Data Label","uint8_t",""
"CAL_inj_max_duty_cycle_limit","40008e97","Data Label","uint8_t",""
"CAL_ac_inhibit_rpm","40008e98","Data Label","u8_rspeed_125/4+500rpm[2]","Calibration: A/C inhibit RPM. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact. (RPM; raw*125/4+500)"
"CAL_ac_tps_inhibit_timer","40008e9a","Data Label","uint8_t","Calibration: A/C throttle position inhibit timer. Tunable map/constant (not a live channel); log to see throttle/pedal demand and throttle response."
"CAL_misc_engine_running_confirm_delay","40008e9b","Data Label","uint8_t","Calibration: misc engine running confirm delay. Tunable map/constant (not a live channel); log to follow core engine state."
"CAL_closedloop_lean_protect_max_rpm","40008e9c","Data Label","uint8_t",""
"CAL_cooling_recirc_pump_enable_temp","40008e9d","Data Label","u8_temp_5/8-40c","Calibration: cooling recirc pump enable temperature. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_dfco_entry_pedal_max_clutch_coast","40008e9e","Data Label","u8_factor_1/255","Calibration: DFCO entry pedal max clutch coast. Tunable map/constant (not a live channel); log to see when fuel is cut and restored on deceleration. (0-1; raw/255)"
"CAL_torque_torque_to_tps_scaling_rpm_range_unknown","40008e9f","Data Label","u8_rspeed_125/4+500rpm[2]","Calibration: torque torque to throttle position scaling RPM range unknown. Tunable map/constant (not a live channel); log to see throttle/pedal demand and throttle response. (RPM; raw*125/4+500)"
"CAL_ecu_learning_x_axis_stability_threshold","40008ea1","Data Label","uint8_t","Calibration: ECU learning x axis stability threshold. Tunable map/constant (not a live channel); mostly housekeeping/diagnostic state."
"CAL_ecu_learning_y_axis_stability_threshold","40008ea2","Data Label","uint8_t",""
"CAL_wheelspeed_smoothing","40008ea3","Data Label","u8_factor_1/255","Calibration: unused wheelspeed smoothing. Tunable map/constant (not a live channel); adjust to change this behavior. (0-1; raw/255)"
"CAL_load_learning_enable_coolant_min","40008ea4","Data Label","u8_temp_5/8-40c",""
"CAL_ac_fan_startup_hold_time","40008ea5","Data Label","u8_time_s","Calibration: A/C fan startup hold time. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact. (s)"
"CAL_sensor_coolant_temp_derived1_scaling","40008ea6","Data Label","uint8_t",""
"CAL_sensor_engine_air_reactivity","40008ea7","Data Label","u8_factor_1/2560","Calibration: sensor engine air reactivity. Tunable map/constant (not a live channel); log the raw sensor signal to check sensor health and range. (0-1; raw/2560)"
"CAL_sensor_coolant_reactivity","40008ea8","Data Label","u8_factor_1/2560","Calibration: sensor coolant reactivity. Tunable map/constant (not a live channel); log the raw sensor signal to check sensor health and range. (0-1; raw/2560)"
"CAL_sensor_intake_air_reactivity","40008ea9","Data Label","u8_factor_1/2560","Calibration: sensor intake air reactivity. Tunable map/constant (not a live channel); log the raw sensor signal to check sensor health and range. (0-1; raw/2560)"
"CAL_sensor_intake_air_temp_filter_scaling","40008eaa","Data Label","uint8_t",""
"CAL_fuel_level_filter_coeff_rise","40008eab","Data Label","u8_factor_1/255",""
"CAL_ac_inhibit_carspeed2","40008eac","Data Label","u8_speed_kph[2]","Calibration: A/C inhibit carspeed2. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact. (km/h)"
"CAL_sensor_o2_heater_warmup_pwm_period","40008eae","Data Label","uint8_t",""
"CAL_ecu_ign_threshold","40008eaf","Data Label","u8_voltage_72/1023v","Calibration: ECU ignition threshold. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock. (V; raw*72/1023)"
"CAL_dfco_entry_speed_min","40008eb0","Data Label","u8_speed_kph","Calibration: DFCO entry speed min. Tunable map/constant (not a live channel); log to see when fuel is cut and restored on deceleration. (km/h)"
"CAL_dfco_exit_speed_min_ips","40008eb1","Data Label","u8_speed_kph","Calibration: DFCO exit speed min IPS. Tunable map/constant (not a live channel); log to see when fuel is cut and restored on deceleration. (km/h)"
"CAL_ign_enable_lea_knock_retard","40008eb2","Data Label","bool","Calibration: ignition enable lea knock retard. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock."
"CAL_sensor_o2_heater_warmup_duration","40008eb3","Data Label","uint8_t",""
"CAL_sensor_o2_heater_warmup_duration_plus1","40008eb4","Data Label","u16_time_5ms",""
"CAL_knock_retard1_limit","40008eb6","Data Label","u8_angle_1/4deg","Calibration: knock retard1 limit. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (deg; raw/4)"
"CAL_knock_ign_retard_initial","40008eb7","Data Label","uint8_t","Calibration: knock ignition retard initial. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock."
"CAL_knock_ign_retard_decay_rate","40008eb8","Data Label","u8_angle_1/4deg","Calibration: knock ignition retard decay rate. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock. (deg; raw/4)"
"CAL_knock_octane_scaler_increment","40008eb9","Data Label","uint8_t","Calibration: knock octane scaler increment. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled."
"CAL_knock_octane_scaler_decrement","40008eba","Data Label","uint8_t","Calibration: knock octane scaler decrement. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled."
"CAL_knock_detection_engine_speed_max","40008ebb","Data Label","u8_rspeed_125/4+500rpm","Calibration: knock detection engine speed max. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (RPM; raw*125/4+500)"
"CAL_knock_detection_engine_speed_min","40008ebc","Data Label","u8_rspeed_125/4+500rpm","Calibration: knock detection engine speed min. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (RPM; raw*125/4+500)"
"CAL_knock_learning_enable_coolant_temp_min","40008ebd","Data Label","u8_temp_5/8-40c",""
"CAL_knock_signal_fadeout_step","40008ebe","Data Label","uint8_t","Calibration: knock signal fadeout step. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled."
"CAL_injtip_dfco_enable_speed","40008ebf","Data Label","uint8_t",""
"CAL_knock_detection_engine_speed_margin","40008ec0","Data Label","u8_rspeed_125/4rpm","Calibration: knock detection engine speed margin. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (RPM; raw*125/4)"
"CAL_knock_detection_load_margin_debounce","40008ec1","Data Label","u8_load_4mg/stroke","Calibration: knock detection load margin debounce. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (mg/stroke; raw*4)"
"CAL_knock_inhibit_timer_tps_rate","40008ec2","Data Label","u8_time_5ms","Calibration: knock inhibit timer throttle position rate. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (ms; raw*5)"
"CAL_knock_inhibit_tps_rate1","40008ec4","Data Label","u16_factor_1/1023","Calibration: knock inhibit throttle position rate1. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (0-1; raw/1023)"
"CAL_knock_corr_limit","40008ec6","Data Label","uint8_t",""
"CAL_knock_retard_hold_time","40008ec7","Data Label","uint8_t",""
"CAL_knock_corr_temp_threshold","40008ec8","Data Label","uint8_t",""
"CAL_knock_corr_octane_base","40008ec9","Data Label","uint8_t",""
"CAL_knock_baseline_filter_alpha","40008eca","Data Label","uint8_t",""
"CAL_knock_baseline_filter_alpha","40008ecb","Data Label","uint8_t",""
"CAL_gap_after_knock_baseline_filter_alpha","40008ecc","Data Label","uchar",""
"CAL_dfco_vacuum_target","40008ecd","Data Label","uchar",""
"CAL_evap_purge_filter_alpha","40008ece","Data Label","u8_time_5ms",""
"CAL_obd_ii_idle_air_output_limit","40008ecf","Data Label","uchar",""
"CAL_obd_ii_idle_air_output_threshold","40008ed0","Data Label","uchar",""
"CAL_cooling_fan_high_on_coolant_with_ac","40008ed1","Data Label","u8_temp_5/8-40c","Calibration: cooling fan high on coolant with A/C. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_fan_high_off_coolant_with_ac","40008ed2","Data Label","u8_temp_5/8-40c","Calibration: cooling fan high off coolant with A/C. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_ign_comp_ac_compressor_active","40008ed3","Data Label","i8_angle_1/4deg","Calibration: ignition compensation A/C compressor active. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock. (deg; raw/4)"
"CAL_engine_speed_3_threshold","40008ed4","Data Label","uchar",""
"CAL_injtip_in_adj_gears_6","40008ed5","Data Label","u8_factor_1/128","Calibration: injtip in adj gears 6. Tunable map/constant (not a live channel); log to debug transient (tip-in/out) fueling stumbles and surge. (0-1; raw/128)"
"CAL_engine_speed_avg_samples","40008ed6","Data Label","uint8_t","Calibration: engine speed avg samples. Tunable map/constant (not a live channel); log to follow core engine state."
"CAL_ac_inhibit_evap_temp","40008ed7","Data Label","uint8_t[2]","Calibration: A/C inhibit EVAP temperature. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact."
"CAL_ac_evap_timer_ticks_5ms","40008ed9","Data Label","uint8_t",""
"CAL_ac_evap_timer_ticks_5ms2","40008eda","Data Label","uint8_t",""
"CAL_ac_evap_pid_derivative_filter_alpha","40008edb","Data Label","u8_factor_1/256",""
"CAL_idle_bypass_airflow_factor","40008edc","Data Label","uchar",""
"CAL_inj_comp_startup_default","40008edd","Data Label","uint8_t",""
"CAL_inj_comp_power_enrich_from_ign_retard","40008ede","Data Label","uint8_t",""
"CAL_inj_comp_enrichment_per_degree_ign_retard","40008edf","Data Label","u8_afr_1/100","Calibration: injector compensation enrichment per degree ignition retard. Tunable map/constant (not a live channel); log to verify injector pulse width and fuel delivery vs target. (AFR; raw/100)"
"CAL_fuel_learn_step_timeout","40008ee0","Data Label","u8_time_5ms",""
"CAL_fuel_learn_time_step","40008ee1","Data Label","uint8_t",""
"CAL_fuel_learn_time_step","40008ee2","Data Label","uint8_t",""
"CAL_sensor_accel_pedal_d_gain","40008ee3","Data Label","uchar",""
"CAL_sensor_accel_pedal_e_gain","40008ee4","Data Label","uchar",""
"CAL_tps_accel_pedal_zero_calibrate_timer","40008ee5","Data Label","uint8_t",""
"CAL_tps_accel_pedal_zero_calibrate_timer","40008ee6","Data Label","uint8_t",""
"CAL_sensor_map_avg_window_size","40008ee7","Data Label","u8_count",""
"CAL_ac_evap_freeze_inhibit_delay","40008ee8","Data Label","uint8_t",""
"CAL_ac_evap_temp_trend_period2","40008ee9","Data Label","uchar",""
"CAL_knock_agc_threshold","40008eea","Data Label","u8_rspeed_125/4+500rpm[3]","Calibration: knock AGC threshold. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (RPM; raw*125/4+500)"
"CAL_knock_agc_hysteresis_band","40008eed","Data Label","u8_rspeed_125/4+500rpm","Calibration: knock AGC hysteresis band. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled. (RPM; raw*125/4+500)"
"CAL_ac_load_ramp_steps","40008eee","Data Label","uchar",""
"CAL_ac_evap_target_temp","40008eef","Data Label","u8_temp_1/10C","Calibration: A/C EVAP target temperature. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact. (deg C; raw/10)"
"CAL_ac_evap_pid_kd","40008ef0","Data Label","uint8_t",""
"CAL_ac_evap_pid_ki_warm","40008ef1","Data Label","uint8_t",""
"CAL_ac_evap_pid_integrator_limit","40008ef2","Data Label","uint8_t",""
"CAL_ac_output_pwm_freq","40008ef3","Data Label","uint8_t",""
"CAL_ac_pwm_dc_divisor","40008ef4","Data Label","uint16_t","Calibration: A/C pwm dc divisor. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact."
"CAL_ac_pwm_dc_divisor_plus2","40008ef6","Data Label","undefined",""
"CAL_ac_compressor_soft_engage_time","40008ef7","Data Label","uint8_t","Calibration: A/C compressor soft engage time. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact."
"CAL_cooling_fan_air_temp_threshold","40008ef8","Data Label","u8_temp_5/8-40c","Air temperature threshold for fan activation "
"CAL_ign_zero_rpm_threshold","40008ef9","Data Label","uint8_t",""
"CAL_ign_zero_rpm_threshold","40008efa","Data Label","uint8_t",""
"CAL_ign_comp_idle_transient_max_advance","40008efb","Data Label","u8_angle_1/4deg","Calibration: ignition compensation idle transient max advance. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock. (deg; raw/4)"
"lCAL_idle_exit_rpm_offset","40008efc","Data Label","uchar",""
"CAL_engine_speed_accel_limit","40008efd","Data Label","uchar",""
"CAL_tps_delta_rate_limit","40008efe","Data Label","uchar",""
"CAL_tps_delta_rate_limit_next","40008eff","Data Label","uchar",""
"CAL_obd_o2_tps_transient_settle_ticks","40008f00","Data Label","ushort",""
"CAL_tps_delta_rate_limit_plus4","40008f02","Data Label","u8_speed_kph",""
"CAL_idle_car_moving_threshold","40008f03","Data Label","uint8_t",""
"CAL_knock_octane_scaler_shortterm_multiplier","40008f04","Data Label","uint8_t",""
"CAL_knock_octane_scaler_shortterm_decrement","40008f05","Data Label","uint8_t","Calibration: knock octane scaler shortterm decrement. Tunable map/constant (not a live channel); log to catch knock events and see how much timing is being pulled."
"CAL_cooling_recirc_enable_airtemp","40008f06","Data Label","uint8_t",""
"CAL_cooling_recirc_pump_run_ambient_min","40008f07","Data Label","u8_temp_5/8-40c","Calibration: cooling recirc pump run ambient min. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_injtip_overrun_inhibit_timer","40008f08","Data Label","u16_time_5ms","Calibration: injtip overrun inhibit timer. Tunable map/constant (not a live channel); log to debug transient (tip-in/out) fueling stumbles and surge. (ms; raw*5)"
"CAL_injtip_overrun_inhibit_timer_plus2","40008f0a","Data Label","ushort",""
"CAL_ac_timer_unknown1","40008f0c","Data Label","uchar",""
"CAL_ac_load_slew_down_period","40008f0d","Data Label","uchar",""
"CAL_etb_tps1_max_count","40008f0e","Data Label","ushort",""
"CAL_ac_load_slew_up_step","40008f10","Data Label","uchar",""
"CAL_ac_load_slew_down_step","40008f11","Data Label","uchar",""
"CAL_etb_tps2_max_count","40008f12","Data Label","ushort",""
"CAL_etb_pwm_period","40008f14","Data Label","ushort",""
"CAL_torque_limit_low_speed_min_torque","40008f16","Data Label","u8_torque_nm",""
"CAL_ac_evap_pid_ki_cold","40008f17","Data Label","uint8_t",""
"CAL_ac_evap_pid_update_period_cold","40008f18","Data Label","u8_time_5ms",""
"CAL_temp_engine_air_threshold","40008f19","Data Label","uchar",""
"CAL_temp_engine_air_threshold_plus1","40008f1a","Data Label","ushort",""
"CAL_torque_limit_low_speed_rpm_threshold","40008f1c","Data Label","u16_rspeed_rpm",""
"CAL_throttle_model_voltage_scaler","40008f1e","Data Label","ushort",""
"CAL_injtip_overrun_hysteresis_timer","40008f20","Data Label","u16_time_5ms","Calibration: injtip overrun hysteresis timer. Tunable map/constant (not a live channel); log to debug transient (tip-in/out) fueling stumbles and surge. (ms; raw*5)"
"CAL_throttle_model_torque_gain","40008f22","Data Label","ushort",""
"CAL_injtip_overrun_hysteresis_timer_plus4","40008f24","Data Label","ushort",""
"CAL_etb_tps2_range_lo_frac","40008f26","Data Label","ushort",""
"CAL_tpssmooth_step_timer","40008f28","Data Label","uint16_t",""
"CAL_cooling_fan_inhibit_window_end_5s","40008f2a","Data Label","uint16_t",""
"CAL_tps_decrement_base","40008f2c","Data Label","u16_factor_1/1023","Calibration: throttle position decrement base. Tunable map/constant (not a live channel); log to see throttle/pedal demand and throttle response. (0-1; raw/1023)"
"CAL_dfco_rpm_offset_above_idle","40008f2e","Data Label","u8_rspeed_rpm",""
"CAL_cooling_engine_bay_fan_thermostat_detect_timeout_250ms","40008f2f","Data Label","u8_time_250ms",""
"CAL_cooling_recirc_pump_run_time_sec","40008f30","Data Label","uint8_t","Calibration: cooling recirc pump run time sec. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures."
"CAL_ltft_step_min_interval_ticks","40008f31","Data Label","u8_time_100ms",""
"CAL_cooling_fan_thermostat_open_temp_drop","40008f32","Data Label","u8_temp_5/8-40c","Calibration: cooling fan thermostat open temperature drop. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (deg C; raw*5/8-40)"
"CAL_cooling_engine_bay_fan_thermostat_check_period","40008f33","Data Label","u8_time_100ms",""
"CAL_idle_unknown4","40008f34","Data Label","uint8_t",""
"CAL_idle_unknown3","40008f35","Data Label","uint8_t",""
"CAL_cooling_engine_bay_fan_startup_inhibit_time","40008f36","Data Label","u8_time_250ms",""
"CAL_idle_carspeed_comp_decay_step_ac","40008f37","Data Label","u8_rspeed_rpm",""
"CAL_sensor_clutch_engaged_threshold","40008f38","Data Label","u16_voltage_5/1023v","Calibration: sensor clutch engaged threshold. Tunable map/constant (not a live channel); log the raw sensor signal to check sensor health and range. (V; raw*5/1023)"
"CAL_sensor_clutch_disengaged_threshold","40008f3a","Data Label","u16_voltage_5/1023v","Calibration: sensor clutch disengaged threshold. Tunable map/constant (not a live channel); log the raw sensor signal to check sensor health and range. (V; raw*5/1023)"
"CAL_cooling_recirc_pump_stopped_dwell","40008f3c","Data Label","u8_time_100ms",""
"CAL_tpssmooth_decrement_comp_gears_manual","40008f3d","Data Label","u8_factor_1/255[7]","Calibration: tpssmooth decrement compensation gears manual. Tunable map/constant (not a live channel); log to see throttle-signal smoothing/filtering behavior. (0-1; raw/255)"
"CAL_load_alphaN_learning_rpm_rate_max","40008f44","Data Label","uint16_t",""
"CAL_evap_purge_pwm_freq","40008f46","Data Label","uint16_t","Calibration: EVAP purge pwm freq. Tunable map/constant (not a live channel); adjust to change this behavior."
"CAL_ecu_engine_stopped_period_min","40008f48","Data Label","uint8_t",""
"CAL_closedloop_activate_timer_o2_check","40008f49","Data Label","uint8_t",""
"CAL_ecu_engine_running_period_max","40008f4a","Data Label","uint16_t",""
"CAL_revlimit_hard_hysteresis","40008f4c","Data Label","u16_rspeed_rpm","Calibration: revlimit hard hysteresis. Tunable map/constant (not a live channel); log to confirm where and how the rev limiter intervenes. (RPM)"
"CAL_misc_engine_detection_on","40008f4e","Data Label","u16_time_4us","Calibration: misc engine detection on. Tunable map/constant (not a live channel); log to follow core engine state. (us; raw*4)"
"CAL_misc_engine_detection_off","40008f50","Data Label","u16_time_4us","Calibration: misc engine detection off. Tunable map/constant (not a live channel); log to follow core engine state. (us; raw*4)"
"CAL_cooling_fan_high_off_min_time","40008f52","Data Label","u16_time_5ms","Calibration: cooling fan high off min time. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (ms; raw*5)"
"CAL_closedloop_o2_warmup_time","40008f54","Data Label","u16_time_5ms","Calibration: closedloop O2 warmup time. Tunable map/constant (not a live channel); log to watch O2 feedback trim the mixture and confirm the loop is active. (ms; raw*5)"
"CAL_ecu_vehicle_mode_button_time","40008f56","Data Label","uint8_t",""
"CAL_trans_gear_ratio_tour","40008f57","Data Label","uint8_t",""
"CAL_ecu_gear_long_ratio","40008f58","Data Label","uint16_t[10]","Calibration: ECU gear long ratio. Tunable map/constant (not a live channel); mostly housekeeping/diagnostic state."
"CAL_closedloop_afr","40008f6c","Data Label","u16_afr_1/100","Calibration: closedloop AFR. Tunable map/constant (not a live channel); log to watch O2 feedback trim the mixture and confirm the loop is active. (AFR; raw/100)"
"CAL_closedloop_o2_sensor_voltage_switching_lean","40008f6e","Data Label","u16_voltage_5/1023v",""
"CAL_closedloop_o2_sensor_voltage_switch_rich","40008f70","Data Label","u16_voltage_5/1023v",""
"CAL_inj_stft_limit","40008f72","Data Label","i16_factor_1/20","Calibration: injector stft limit. Tunable map/constant (not a live channel); log to verify injector pulse width and fuel delivery vs target. (raw/20)"
"CAL_cooling_fan_1_afterrun_timer","40008f74","Data Label","u16_time_s","Calibration: cooling fan 1 afterrun timer. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (s)"
"CAL_ecu_ign_off_relay_hold_time","40008f76","Data Label","uint16_t","Calibration: ECU ignition off relay hold time. Tunable map/constant (not a live channel); log spark advance to confirm the timing strategy and headroom to knock."
"CAL_ign_low_gear_number","40008f7a","Data Label","uint16_t",""
"CAL_cooling_fan_engine_bay_aux_afterrun_timer","40008f7c","Data Label","u16_time_s","Calibration: cooling fan engine bay aux afterrun timer. Tunable map/constant (not a live channel); log to confirm fans/pumps switch at the right temperatures. (s)"
"CAL_ac_inhibit_rpm_cutoff","40008f7e","Data Label","u8_rspeed_125/4+500rpm[2]","Calibration: A/C inhibit RPM cutoff. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact. (RPM; raw*125/4+500)"
"CAL_ac_startup_lockout_time","40008f80","Data Label","u16_time_5ms","Calibration: A/C startup lockout time. Tunable map/constant (not a live channel); log to see A/C clutch engagement and its load/idle impact. (ms; raw*5)"
"CAL_load_learning_stabilization_delay","40008f82","Data Label","uint16_t","Calibration: load learning stabilization delay. Tunable map/constant (not a live channel); log engine load -- the main axis for fueling and ignition."
"CAL_tps_idle_to_current_ratio_threshold","40008f84","Data Label","uint16_t[2]","Calibration: throttle position idle to current ratio threshold. Tunable map/constant (not a live channel); log to diagnose idle quality\, hunting\, and stalls."
"CAL_load_learning_min_maf_accumulated","40008f88","Data Label","u16_mass_mg",""
"CAL_load_learning_holdoff_delay","40008f8a","Data Label","uint16_t","Calibration: load learning holdoff delay. Tunable map/constant (not a live channel); log engine load -- the main axis for fueling and ignition."
"CAL_cruise_accel_pedal_override_threshold_exit","40008f8c","Data Label","u8_factor_1/1023","Calibration: cruise accelerator pedal override threshold exit. Tunable map/constant (not a live channel); log to debug cruise engagement and speed holding. (0-1; raw/1023)"
"CAL_cruise_accel_pedal_override_threshold_enter","40008f8d","Data Label","u8_factor_1/1023","Calibration: cruise accelerator pedal override threshold enter. Tunable map/constant (not a live channel); log to debug cruise engagement and speed holding. (0-1; raw/1023)"
"CAL_ecu_2gr_cylinder_air_mass_mg","40008f8e","Data Label","u16_mass_mg","Calibration: ECU 2gr cylinder air mass mg. Tunable map/constant (not a live channel); mostly housekeeping/diagnostic state. (mg)"
"CAL_ecu_2gr_cylinder_air_mass_mg_obd_ii","40008f90","Data Label","u16_mass_mg","Calibration: ECU 2gr cylinder air mass mg OBD. Tunable map/constant (not a live channel); mostly housekeeping/diagnostic state. (mg)"
"CAL_idle_unknown3","40008f92","Data Label","uint8_t",""
"CAL_idle_air_control_unknown","40008f93","Data Label","uint8_t",""
"CAL_injtip_tipout_decay_rate_divider","40008f94","Data Label","uint8_t",""
"CAL_vehicle_moving_speed_min","40008f95","Data Label","u8_speed_kph","Calibration: vehicle moving speed min. Tunable map/constant (not a live channel); adjust to change this behavior. (km/h)"
"CAL_tpssmooth_decrement_cruise_scale","40008f96","Data Label","u8_factor_1/255",""
"CAL_idle_unknown2","40008f97","Data Label","uint8_t",""
"CAL_idle_unknown1","40008f98","Data Label","u8_rspeed_8rpm",""
"CAL_cruise_resume_timer","40008f99","Data Label","uint8_t",""
"CAL_sensor_maf_buffer_size","40008f9a","Data Label","uint8_t",""
"CAL_injtip_out_threshold","40008f9b","Data Label","uint8_t",""
"CAL_sensor_maf_adc_avg_window_depth","40008f9c","Data Label","uint8_t","Calibration: sensor MAF ADC avg window depth. Tunable map/constant (not a live channel); log the raw sensor signal to check sensor health and range."
"CAL_closedloop_stft_ramp_interval_manual","40008f9d","Data Label","uint8_t",""
"CAL_injtip_time_base","40008f9e","Data Label","u8_time_us","Calibration: injtip time base. Tunable map/constant (not a live channel); log to debug transient (tip-in/out) fueling stumbles and surge. (us)"
"CAL_tps_delta_rate_window_size","40008f9f","Data Label","u8_count","Calibration: throttle position delta rate window size. Tunable map/constant (not a live channel); log to see throttle/pedal demand and throttle response."
"CAL_injtip_in_decay_count","40008fa0","Data Label","u8_count",""
"CAL_injtip_out_decay_count","40008fa1","Data Label","u8_count",""
"CAL_injtip_in_threshold","40008fa2","Data Label","u16_factor_1/1023[2]","Calibration: injtip in threshold. Tunable map/constant (not a live channel); log to debug transient (tip-in/out) fueling stumbles and surge. (0-1; raw/1023)"
"CAL_tps_delta_neg_clamp","40008fa6","Data Label","uint16_t",""
